,dates,desktop,mobile,both,total_users
2116,2014-10-26,3800,5200,0,18
2117,2021-06-09,1300,7200,0,18
2118,2019-03-11,6100,4200,1000,16
2119,2017-02-09,5400,4300,0,19
2120,2013-04-12,9500,5200,2400,23
2121,2013-07-06,3700,4000,0,15
2122,2012-02-21,4700,3300,1600,14
2123,2019-09-12,6100,3300,0,20
2124,2015-09-03,4000,4100,0,17
2125,2017-03-24,2300,5000,0,11
2126,2014-06-12,4900,7400,1500,21
2127,2014-03-08,5200,3300,0,16
2128,2020-09-27,9500,4600,0,23
2129,2020-05-13,8400,6200,2900,32
2130,2014-06-24,5600,4200,0,16
2131,2013-06-13,6600,1100,0,19
2132,2015-01-31,6600,5500,1300,20
2133,2013-05-16,2200,1700,0,10
2134,2012-08-23,4800,4900,0,18
2135,2011-10-03,7800,3400,600,23
2136,2015-03-01,3900,5400,0,16
2137,2018-05-05,5800,3100,800,20
2138,2012-12-17,7600,6400,0,26
2139,2019-09-27,6300,4900,1700,20
2140,2011-07-13,7400,7400,0,26
2141,2011-11-18,5900,6700,2500,21
2142,2018-11-03,6500,7600,0,24
2143,2015-06-22,6500,6100,0,25
2144,2015-05-28,5400,5800,700,24
2145,2019-05-30,5100,3900,0,19
2146,2014-02-18,4200,6600,0,21
2147,2012-09-02,5800,4200,0,21
2148,2020-02-10,6500,6300,2800,20
2149,2021-03-17,5400,2600,0,18
2150,2017-05-11,7400,7200,0,29
2151,2020-12-08,4000,7400,1000,21
2152,2013-08-16,3800,6200,0,19
2153,2020-06-07,7500,5100,1200,25
2154,2017-10-25,8800,2600,600,18
2155,2019-03-10,5400,3800,0,16
2156,2014-04-21,7100,4300,0,22
2157,2018-11-08,7200,6200,0,27
2158,2018-05-10,5500,3200,800,16
2159,2013-08-31,5800,4800,1200,20
2160,2021-07-13,5100,2000,0,16
2161,2022-11-06,5500,3500,0,19
2162,2022-09-20,6400,3700,0,19
2163,2018-08-10,12600,6300,0,32
2164,2014-01-12,7900,3200,0,23
2165,2021-03-21,6900,4900,900,25
2166,2020-05-23,3300,4000,0,13
2167,2012-09-29,6100,3800,700,21
2168,2013-12-16,3100,4100,0,17
2169,2016-02-16,5100,7200,0,23
2170,2015-01-14,3200,10100,800,23
2171,2020-12-31,2100,6000,0,15
2172,2015-04-05,9200,7200,0,30
2173,2011-04-15,5400,3400,0,15
2174,2016-09-07,7300,3400,0,23
2175,2012-06-05,7400,5900,0,22
2176,2021-12-13,6500,6600,0,26
2177,2015-10-12,4100,5500,700,18
2178,2021-01-05,8700,3100,0,19
2179,2016-05-21,5700,5900,0,21
2180,2019-12-20,6300,4700,0,18
2181,2022-08-08,3500,6000,0,19
2182,2017-09-29,4900,5800,0,22
2183,2015-11-06,7200,3500,0,18
2184,2018-08-07,4400,7000,0,19
2185,2018-08-28,4200,6800,1200,20
2186,2022-10-29,3900,6200,600,16
2187,2010-10-05,7100,4700,0,22
2188,2015-11-30,7800,7600,1100,29
2189,2017-07-22,6400,5700,0,18
2190,2022-10-27,6900,3300,1200,20
2191,2022-07-19,4900,4900,0,19
2192,2015-08-23,8000,8400,800,33
2193,2020-04-12,6000,5800,2600,22
2194,2010-09-19,5300,2300,0,17
2195,2014-03-06,7900,2900,0,19
2196,2017-11-06,4700,2600,0,12
2197,2020-09-30,6900,4300,0,25
2198,2019-05-20,3100,5100,200,16
2199,2020-11-04,3600,8600,0,27
2200,2014-11-17,5000,6600,1200,19
2201,2018-05-14,5900,6700,0,20
2202,2017-11-30,2100,3600,600,11
2203,2012-08-13,4600,5100,0,18
2204,2018-01-28,4700,3900,600,19
2205,2019-12-14,2700,5100,0,18
2206,2020-03-09,4300,7200,0,24
2207,2016-05-12,5500,5900,0,23
2208,2020-10-27,4900,4500,0,17
2209,2020-04-25,2900,6300,0,19
2210,2012-02-25,3900,4300,0,15
2211,2011-12-04,6100,6100,0,25
2212,2010-01-23,7400,3900,0,22
2213,2016-01-27,5000,6700,0,19
2214,2019-09-14,3800,4500,0,17
2215,2011-03-18,5300,6500,0,22
2216,2016-12-13,2500,5000,0,18
2217,2012-04-25,6500,4400,2000,20
2218,2011-07-25,4300,8600,0,19
2219,2015-09-15,8400,7800,1200,26
2220,2021-07-24,3000,6800,0,20
2221,2017-09-01,5600,4300,0,19
2222,2012-02-08,7100,4200,0,20
2223,2019-11-12,10400,6100,1300,29
2224,2013-07-03,3600,9000,0,24
2225,2018-06-13,4800,5700,500,23
2226,2013-08-11,6600,6700,1700,24
2227,2017-01-09,4400,6400,0,20
2228,2013-10-05,4600,6100,0,18
2229,2018-07-29,6300,5200,1500,25
2230,2019-07-05,4100,4900,0,18
2231,2022-05-24,6500,6300,0,26
2232,2013-02-11,8300,6500,2100,30
2233,2018-11-07,2400,7800,0,19
2234,2013-10-26,2000,6500,0,18
2235,2015-04-07,4900,7700,0,21
2236,2010-06-10,5700,5000,1600,19
2237,2012-10-05,9100,4600,0,26
2238,2010-02-06,8700,4200,0,25
2239,2020-04-11,7500,3700,0,23
2240,2018-03-18,3200,2700,0,13
2241,2013-02-22,9300,5000,1600,26
2242,2015-06-03,4700,5200,0,18
2243,2019-07-09,3100,6300,0,20
2244,2022-10-10,2900,7000,0,20
2245,2018-03-28,3300,2000,0,11
2246,2022-04-23,5900,6100,0,22
2247,2017-04-20,3600,9500,0,23
2248,2012-07-16,10200,6000,2200,24
2249,2016-07-01,6400,5800,0,21
2250,2014-11-13,7900,5900,2300,21
2251,2021-12-11,5800,3700,700,18
2252,2016-04-24,5700,5600,0,25
2253,2015-01-06,4100,5700,0,19
2254,2014-09-12,7400,8600,0,26
2255,2011-09-28,7900,7000,0,23
2256,2017-11-20,6600,6400,0,25
2257,2020-09-13,2700,5900,0,16
2258,2020-02-06,5900,6100,0,19
2259,2019-12-07,2700,4200,0,13
2260,2014-06-18,6600,5000,900,21
2261,2011-01-02,5700,4300,1300,21
2262,2015-05-16,5400,3000,1500,19
2263,2022-10-30,10100,5500,0,28
2264,2014-10-01,5700,4000,0,18
2265,2010-03-08,7400,6400,2400,24
2266,2018-12-16,3000,2300,0,14
2267,2021-07-18,7700,6500,0,26
2268,2015-03-28,5600,10400,0,31
2269,2015-04-20,6300,7700,1800,20
2270,2021-05-08,7200,5900,0,24
2271,2016-01-02,3800,3900,800,20
2272,2016-12-16,6500,8600,1400,26
2273,2020-10-15,7300,3800,900,19
2274,2015-09-19,7500,8300,0,27
2275,2020-07-25,6500,4300,0,24
2276,2012-09-06,6000,6100,0,20
2277,2018-10-06,2900,9500,0,20
2278,2012-05-21,5500,6900,0,23
2279,2017-09-27,4800,5100,0,21
2280,2013-11-20,1200,7700,0,18
2281,2017-08-13,5000,6100,200,18
2282,2013-09-11,6200,5000,1400,20
2283,2014-09-09,8100,6600,0,26
2284,2021-01-11,3000,2800,600,13
2285,2015-06-05,4100,4400,1400,17
2286,2012-12-07,5800,7000,0,24
2287,2020-07-17,7900,5300,0,23
2288,2017-01-22,6600,4100,1500,21
2289,2018-08-06,6300,5900,0,29
2290,2016-08-04,6200,7000,1100,24
2291,2014-10-22,4600,2400,0,16
2292,2022-09-07,5600,2300,0,23
2293,2018-09-03,4700,2700,0,16
2294,2010-01-14,3100,4100,900,16
2295,2010-02-07,5000,7400,1100,23
2296,2019-06-24,4100,7900,1700,21
2297,2016-04-09,5200,5700,0,19
2298,2010-12-12,6800,4200,0,24
2299,2021-10-18,6300,2800,0,19
2300,2017-01-16,7000,7900,1500,27
2301,2013-03-20,3100,3300,0,14
2302,2021-09-06,4800,3100,1800,17
2303,2018-07-20,2700,7700,2200,21
2304,2011-10-21,5600,2200,0,16
2305,2021-10-22,8600,3700,0,23
2306,2011-10-04,8100,3600,0,25
2307,2013-06-14,8900,2600,1100,19
2308,2011-02-20,4100,6100,800,22
2309,2019-10-20,8200,7200,900,31
2310,2011-12-12,8200,4700,1700,20
2311,2014-09-27,2200,8600,800,19
2312,2021-04-26,6800,6800,2400,25
2313,2020-04-20,2600,4900,0,13
2314,2017-07-13,5800,4500,500,25
2315,2017-04-24,7900,6100,1300,23
2316,2014-08-23,3900,2900,900,15
2317,2018-08-23,3700,3400,0,14
2318,2011-11-29,3500,9300,400,26
2319,2016-04-17,7000,5100,1200,19
2320,2010-09-25,6200,6700,500,28
2321,2010-10-09,4000,5700,0,16
2322,2022-11-29,4700,4600,0,18
2323,2016-12-10,4900,2900,0,15
2324,2018-01-29,8100,6500,1200,27
2325,2014-10-23,6300,3000,0,17
2326,2022-08-14,4000,5200,0,20
2327,2015-04-08,4300,4600,700,16
2328,2019-05-16,4400,5800,800,18
2329,2018-06-26,5700,3000,0,16
2330,2017-10-11,6600,5400,400,20
2331,2011-02-11,4600,4000,0,18
2332,2010-08-30,5300,2300,0,14
2333,2017-12-15,6500,5100,1100,21
2334,2015-12-29,4400,4700,0,18
2335,2014-12-21,4700,7400,0,24
2336,2010-04-04,3600,2800,0,13
2337,2021-02-13,5000,3100,0,15
2338,2011-11-14,3800,9700,700,27
2339,2016-12-23,7800,5500,0,25
2340,2012-04-06,5700,8800,1500,25
2341,2021-11-20,7200,4900,1000,20
2342,2015-01-01,4300,7100,1000,20
2343,2017-04-06,5000,5600,900,20
2344,2019-08-15,4600,7800,1600,23
2345,2017-11-16,4500,4000,0,17
2346,2010-04-20,4600,6400,0,20
2347,2017-07-01,4400,5800,0,18
2348,2021-07-10,5500,7900,1400,25
2349,2019-05-09,4100,7100,1300,21
2350,2019-07-20,4400,3900,0,15
2351,2012-03-27,3400,7100,0,19
2352,2010-01-09,6300,2600,800,14
2353,2016-08-07,4700,7200,700,27
2354,2011-03-22,6700,6000,1100,23
2355,2022-12-17,3100,4700,1300,15
2356,2015-09-11,4500,5200,0,19
2357,2010-03-04,4800,8000,0,25
2358,2011-11-28,8300,6700,1800,27
2359,2020-04-14,2900,8900,0,24
2360,2012-11-18,5100,5900,1300,18
2361,2014-10-27,3100,5500,0,16
2362,2018-10-09,5300,6800,0,22
2363,2018-09-22,3200,2100,0,13
2364,2011-08-22,5800,5500,900,25
2365,2018-03-07,5200,4900,0,20
2366,2020-06-23,3400,4500,3500,13
2367,2012-03-17,3300,6500,300,18
2368,2021-12-30,6700,7000,3000,18
2369,2010-02-23,7500,6300,1900,22
2370,2018-08-17,8500,6700,0,28
2371,2017-07-16,5900,6400,800,21
2372,2019-06-22,1500,4800,0,13
2373,2015-03-21,4100,4900,0,17
2374,2015-07-23,5800,3700,1100,16
2375,2021-10-29,5700,5400,1300,22
2376,2017-09-08,8300,6400,0,25
2377,2012-04-03,7700,8200,0,27
2378,2011-10-26,4200,2800,0,15
2379,2014-10-07,6300,4600,1000,18
2380,2010-01-15,4700,8500,1000,24
2381,2013-03-15,3400,11000,0,30
2382,2018-09-20,4400,4100,1600,15
2383,2013-12-05,6700,10000,0,29
2384,2015-10-06,4800,4200,0,19
2385,2019-05-13,3400,5500,800,20
2386,2017-03-22,4800,4100,0,17
2387,2022-07-07,4000,2900,500,17
2388,2021-10-27,4700,6100,1600,19
2389,2022-10-26,5400,4800,0,21
2390,2020-07-26,7500,6800,800,25
2391,2017-11-26,9900,6200,1100,29
2392,2016-06-13,4000,9200,2600,22
2393,2010-11-04,3100,2500,0,11
2394,2016-03-06,4700,4000,0,12
2395,2022-01-12,6200,4700,0,23
2396,2020-05-07,5400,7000,0,24
2397,2015-09-02,4600,3800,1100,17
2398,2015-10-08,9100,3400,800,25
2399,2012-02-09,4400,5100,0,18
2400,2011-03-30,9100,6600,2100,23
2401,2017-08-15,7700,3900,600,24
2402,2021-04-25,8000,6800,2400,26
2403,2017-10-31,7200,2600,0,24
2404,2015-11-04,5400,4600,1300,17
2405,2010-04-29,4900,4200,700,22
2406,2021-05-21,3300,4500,1000,12
2407,2013-03-30,8000,4000,1100,26
2408,2021-05-14,7900,6000,0,26
2409,2022-04-29,5100,4400,0,18
2410,2017-07-09,2800,9700,1100,23
2411,2021-01-04,9600,6900,0,26
2412,2022-01-06,5800,4800,700,23
2413,2016-10-18,6900,5500,0,24
2414,2021-06-04,3900,2500,0,12
2415,2014-04-18,4600,3400,0,12
2416,2017-04-03,8200,8200,3600,22
2417,2013-02-20,4100,4600,1500,16
2418,2018-04-22,5600,6000,0,24
2419,2021-08-24,6100,5600,1200,18
2420,2016-07-11,7200,4700,500,23
2421,2013-12-20,4500,5100,0,18
2422,2016-03-08,8400,4100,0,29
2423,2010-12-06,3600,6600,700,19
2424,2016-11-05,6200,3000,0,19
2425,2014-08-22,4900,4000,0,22
2426,2013-09-20,10000,4900,2200,23
2427,2010-09-07,4300,5100,0,18
2428,2018-05-18,6800,5500,5000,22
2429,2013-02-27,5200,4400,0,19
2430,2017-10-24,4900,5600,200,20
2431,2017-04-01,5300,3000,0,14
2432,2019-08-20,4700,7600,1000,24
2433,2019-01-13,4200,6700,0,24
2434,2014-12-29,5300,6700,0,21
2435,2018-03-31,7700,6200,0,28
2436,2019-04-13,7600,3000,0,18
2437,2020-06-19,5900,3200,0,16
2438,2020-04-19,7600,5300,1400,24
2439,2022-07-23,5200,6300,0,18
2440,2013-10-13,3600,6000,0,18
2441,2013-09-30,5500,3100,1000,15
2442,2021-05-17,4700,7600,900,20
2443,2018-04-26,4200,1700,0,15
2444,2018-11-02,5100,6500,0,20
2445,2015-07-19,7100,3500,1600,21
2446,2013-11-21,7100,4100,0,22
2447,2021-11-17,4800,8900,1600,28
2448,2022-01-09,8900,6500,0,28
2449,2019-12-08,6900,3300,0,22
2450,2010-02-19,2800,7900,0,19
2451,2018-09-07,3800,9400,0,25
2452,2012-05-15,4000,7600,0,21
2453,2013-04-17,4200,4100,0,18
2454,2017-01-04,2100,10900,0,24
2455,2018-01-30,6400,6300,0,25
2456,2019-07-28,8200,3700,0,22
2457,2010-02-13,5300,4100,1100,15
2458,2010-12-24,3500,11400,0,26
2459,2013-03-06,1800,6800,500,17
2460,2022-09-03,5600,7700,0,24
2461,2015-03-02,7300,9600,2100,29
2462,2016-08-17,5700,3500,1600,18
2463,2014-08-19,10500,3500,1200,23
2464,2017-11-07,7100,5900,0,24
2465,2020-03-25,8000,8700,0,28
2466,2017-03-14,5800,5300,0,22
2467,2010-02-08,4800,4800,0,16
2468,2017-03-16,4300,6800,900,21
2469,2010-04-22,4700,7200,0,22
2470,2021-12-18,4500,8200,0,20
2471,2021-01-16,4400,5600,700,21
2472,2017-07-29,4700,5300,0,20
2473,2022-07-02,2900,4200,1200,17
2474,2017-09-10,6300,4700,0,17
2475,2019-03-04,6500,4200,1100,20
2476,2016-09-02,4800,6600,700,21
2477,2022-04-03,7700,6500,1000,23
2478,2020-05-04,6600,4900,500,19
2479,2017-07-12,3800,3800,0,13
2480,2014-09-15,7700,4300,600,19
2481,2014-04-07,4900,3500,0,18
2482,2014-06-10,5300,5500,1200,20
2483,2021-10-24,4800,4700,0,18
2484,2010-01-22,3300,4900,0,17
2485,2020-06-25,8700,6200,0,28
2486,2013-04-25,4700,8000,200,21
2487,2021-01-19,4000,4100,0,17
2488,2010-01-10,10300,7100,900,29
2489,2012-11-29,2300,5000,0,14
2490,2014-05-28,6100,6700,1300,24
2491,2014-03-19,4800,7500,1200,23
2492,2021-11-14,4000,5200,2500,17
2493,2017-01-18,5100,5600,1400,19
2494,2010-03-21,6400,4800,1200,22
2495,2012-01-16,1000,3100,0,10
2496,2013-11-01,6000,7400,500,25
2497,2019-09-19,8000,6300,1100,28
2498,2017-12-06,4500,6600,0,26
2499,2017-10-05,6900,3900,0,26
2500,2015-06-12,7000,5300,0,20
2501,2015-03-11,5100,5500,700,19
2502,2018-06-07,5600,7300,0,21
2503,2018-10-23,3800,9300,1200,20
2504,2015-11-03,3500,5300,1400,17
2505,2013-11-04,5400,7300,0,23
2506,2019-03-21,3900,4600,0,20
2507,2012-01-27,7400,5000,600,23
2508,2012-02-02,7100,6600,2500,26
2509,2014-03-14,6500,5100,1700,19
2510,2022-06-05,4900,7500,2400,18
2511,2014-05-21,5000,5800,0,19
2512,2015-02-27,6300,4900,0,22
2513,2017-08-03,5200,7200,1600,24
2514,2019-06-23,8500,4100,900,25
2515,2015-08-26,4300,5300,0,17
2516,2010-08-15,3500,4900,0,16
2517,2020-01-09,7200,2600,600,18
2518,2016-05-25,4300,10200,300,24
2519,2011-09-21,6000,5700,0,19
2520,2015-02-26,2200,4400,0,18
2521,2021-07-01,5100,4000,0,19
2522,2010-04-21,7800,3000,700,24
2523,2011-05-25,8500,4900,800,28
2524,2021-09-27,5500,5000,1300,18
2525,2019-03-02,5800,5300,1400,18
2526,2015-01-17,3300,7000,1000,18
2527,2011-12-15,6700,3300,2300,20
2528,2012-02-24,5000,5600,800,25
2529,2012-06-11,5800,7400,0,22
2530,2020-09-22,4000,5300,400,15
2531,2015-11-29,4700,4000,0,19
2532,2010-10-26,6100,1900,900,17
2533,2015-10-11,7000,7500,800,26
2534,2013-08-29,5900,6200,700,20
2535,2014-02-08,3300,5200,0,18
2536,2016-10-08,3600,3300,0,13
2537,2012-11-10,9800,4500,2100,23
2538,2021-09-08,9800,6500,0,28
2539,2019-02-20,4000,5900,0,23
2540,2016-12-19,3100,3400,0,16
2541,2019-08-13,5000,7200,4000,21
2542,2010-06-14,4900,8100,2600,18
2543,2013-04-22,6900,4600,1000,23
2544,2017-09-11,7200,9000,4200,26
2545,2010-03-23,4500,4100,1200,15
2546,2015-06-09,4900,9500,0,27
2547,2021-03-31,5300,5900,1200,22
2548,2020-11-13,7000,3400,1500,18
2549,2014-09-26,5200,2400,0,17
2550,2010-08-31,1700,2700,0,12
2551,2017-10-04,5300,2800,0,15
2552,2018-02-02,7000,5100,0,24
2553,2022-11-21,4100,4700,0,18
2554,2017-05-07,6500,6300,1800,21
2555,2018-11-14,3600,6200,800,18
2556,2022-03-14,5300,6600,1300,21
2557,2014-01-08,5500,4100,0,20
2558,2011-07-06,6300,3400,1500,15
2559,2020-08-29,7000,4400,0,19
2560,2010-03-05,7600,3600,2000,21
2561,2021-04-08,5800,7900,1200,26
2562,2018-04-03,5500,2900,0,14
2563,2017-07-03,6200,5400,900,21
2564,2010-06-27,5800,6500,500,26
2565,2017-08-25,5200,7700,0,24
2566,2021-09-11,3400,4100,0,16
2567,2014-04-05,3300,6800,300,23
2568,2010-09-10,6400,4400,0,23
2569,2015-08-14,5300,6600,1200,19
2570,2020-12-19,4700,4100,0,18
2571,2013-09-18,6600,3700,1700,21
2572,2021-10-13,7900,1700,0,20
2573,2018-07-06,6600,4900,1000,19
2574,2018-04-29,4500,5200,0,15
2575,2013-03-05,3600,5400,800,15
2576,2010-09-15,6300,6300,700,22
2577,2021-08-09,3300,6000,0,18
2578,2013-08-06,9000,6100,0,27
2579,2012-10-03,7300,5200,0,24
2580,2021-06-14,8600,3400,2200,19
2581,2017-07-07,6600,3900,1400,17
2582,2013-09-25,4100,7100,0,21
2583,2010-10-23,3400,3400,0,14
2584,2022-06-16,3000,4700,0,18
2585,2016-01-31,4000,4800,0,16
2586,2019-10-05,4400,4900,0,19
2587,2013-09-24,6500,4700,400,21
2588,2017-06-12,9800,5500,0,27
2589,2013-03-10,7700,6000,3200,23
2590,2022-09-04,4100,9400,800,29
2591,2019-04-10,8000,8100,0,29
2592,2010-08-13,2500,8900,0,21
2593,2017-03-20,4200,6700,3000,17
2594,2020-04-21,3400,4800,900,16
2595,2020-05-19,7100,3800,0,20
2596,2022-03-07,7600,2300,700,17
2597,2014-08-25,5700,4300,2100,19
2598,2012-11-20,7700,6200,1100,28
2599,2016-03-18,9400,5200,0,25
2600,2015-03-27,3300,9300,0,25
2601,2013-06-30,5400,5700,0,21
2602,2012-09-04,4700,4300,0,17
2603,2022-11-26,8200,5100,1900,23
2604,2017-09-28,7100,5100,0,23
2605,2022-09-13,5700,5100,3600,16
2606,2019-11-04,6000,6000,2200,19
2607,2020-10-30,5600,4700,0,22
2608,2021-04-15,5900,4600,1100,19
2609,2010-09-04,9900,6000,3000,25
2610,2013-10-28,4100,3000,0,13
2611,2010-02-09,6400,6900,600,27
2612,2015-04-23,9400,8000,3100,26
2613,2016-02-15,5700,2900,0,18
2614,2018-11-28,6000,6500,2800,20
2615,2010-05-01,7200,2200,0,21
2616,2020-04-01,3900,7500,0,21
2617,2019-04-17,7900,7100,700,26
2618,2019-02-08,4100,4700,0,15
2619,2012-01-01,5700,2000,0,15
2620,2020-10-13,5000,3400,0,15
2621,2015-03-03,9700,3900,2600,23
2622,2021-11-02,4000,4300,1200,16
2623,2016-12-30,5200,8500,1700,23
2624,2017-09-26,6900,6800,0,24
2625,2022-08-02,8200,5500,0,25
2626,2022-07-25,3900,13100,1400,26
2627,2014-06-27,3500,5500,0,18
2628,2018-02-10,4400,8600,800,23
2629,2019-03-14,4700,4800,0,18
2630,2017-04-15,11100,9200,2500,30
2631,2013-08-23,3100,6000,0,17
2632,2012-03-22,2200,8000,0,19
2633,2013-10-11,6700,6500,1000,25
2634,2020-09-09,4300,5400,0,19
2635,2015-11-28,4200,5300,3500,18
2636,2013-05-13,7400,6100,0,25
2637,2014-07-20,4200,5500,900,19
2638,2012-02-22,4400,5900,0,21
2639,2011-05-01,6400,4500,1100,22
2640,2018-01-06,1500,4000,0,14
2641,2020-09-29,7800,9200,0,29
2642,2022-11-11,7100,4900,2300,19
2643,2022-09-22,3700,1900,700,14
2644,2014-10-10,4700,2600,0,18
2645,2020-09-06,4600,6000,1600,23
2646,2022-12-14,3800,3500,0,18
2647,2012-03-16,4700,6800,1100,25
2648,2019-07-16,4200,9000,1400,24
2649,2011-08-25,5700,3500,1500,17
2650,2013-07-21,2200,7100,0,19
2651,2016-12-08,3900,900,0,12
2652,2015-02-22,5600,5300,1600,17
2653,2011-07-27,5100,6000,800,18
2654,2019-05-27,3000,8300,0,20
2655,2021-03-26,6100,6300,0,21
2656,2010-06-13,5800,6200,900,20
2657,2011-07-16,2700,4900,0,17
2658,2020-09-12,5100,3200,0,16
2659,2013-02-14,6100,4900,0,21
2660,2014-10-16,8200,5900,1000,28
2661,2012-05-09,5700,4600,800,20
2662,2020-09-26,4900,4600,0,19
2663,2015-09-01,4800,3500,1300,18
2664,2014-08-21,4500,4500,1500,19
2665,2010-11-25,2400,6200,700,20
2666,2018-02-23,4700,4800,0,21
2667,2020-04-30,5700,2500,0,15
2668,2014-07-18,8600,4900,0,25
2669,2013-08-01,5000,5000,1500,18
2670,2017-04-22,5300,4200,0,17
2671,2020-07-04,5000,2700,0,17
2672,2016-09-11,8900,10100,1100,34
2673,2022-12-03,5500,5500,1800,22
2674,2022-02-21,2200,800,0,9
2675,2019-08-09,6200,2200,0,16
2676,2022-07-29,3800,7200,900,22
2677,2014-08-07,3400,5900,0,17
2678,2013-11-12,7500,4600,1000,24
2679,2014-03-31,2100,5200,0,15
2680,2013-05-07,5900,7900,0,24
2681,2020-07-09,5300,7100,0,23
2682,2018-02-22,3000,5400,0,15
2683,2012-07-27,5000,6000,0,22
2684,2018-09-17,5500,7900,0,25
2685,2020-05-16,5000,4300,1200,18
2686,2010-02-25,7400,2100,0,17
2687,2010-02-11,3900,4000,400,17
2688,2022-05-25,4700,7000,1100,19
2689,2014-05-02,6800,4800,900,23
2690,2017-02-02,7200,1600,0,16
2691,2010-04-12,4200,6100,0,20
2692,2019-12-29,3600,6700,1100,22
2693,2016-08-23,6000,7000,0,24
2694,2022-10-15,5200,1700,0,14
2695,2017-08-28,7400,3800,400,26
2696,2020-11-21,6500,4900,1200,23
2697,2018-06-08,4100,5000,0,20
2698,2019-11-08,7700,2600,0,20
2699,2015-12-14,2900,7800,1400,19
2700,2021-02-19,5100,6300,0,24
2701,2021-11-22,10100,7100,800,30
2702,2011-03-26,7100,4500,0,18
2703,2021-07-30,2500,8900,1500,22
2704,2016-11-22,4100,5300,0,17
2705,2020-08-26,6500,4600,0,20
2706,2021-01-14,8400,6400,0,29
2707,2021-02-10,4600,4100,0,18
2708,2019-03-18,5400,6300,600,24
2709,2015-06-10,4600,6000,400,20
2710,2020-04-29,5900,4500,0,20
2711,2015-02-23,7100,7100,0,26
2712,2022-09-23,8400,6500,900,26
2713,2012-12-26,5000,8200,2500,22
2714,2017-03-01,5300,7200,0,24
2715,2016-02-06,4900,7900,3000,21
2716,2018-05-12,4500,8500,1100,20
2717,2010-06-28,4300,5100,0,20
2718,2010-02-01,9000,9300,3300,30
2719,2018-01-20,5000,7100,0,26
2720,2015-07-07,6500,7400,0,26
2721,2013-01-15,5200,6400,1100,25
2722,2015-07-29,8400,5300,3800,24
2723,2018-06-09,2800,3000,0,13
2724,2022-06-24,4200,2700,0,16
2725,2014-10-28,6500,4500,0,22
2726,2021-05-02,4500,5200,0,18
2727,2020-03-30,10000,5300,0,29
2728,2021-07-12,3300,6700,0,23
2729,2011-08-02,4300,4600,0,18
2730,2016-10-19,4000,5500,0,22
2731,2014-10-03,4700,6800,0,20
2732,2011-09-16,2600,6200,0,23
2733,2015-08-09,4000,5500,2500,16
2734,2013-01-06,4900,7200,0,22
2735,2010-11-06,2700,4100,0,14
2736,2022-07-01,5100,4900,0,20
2737,2012-10-10,6500,4100,0,19
2738,2011-06-03,4500,3500,0,15
2739,2021-09-29,2800,5200,0,16
2740,2011-06-05,5900,5100,1600,22
2741,2018-01-19,5400,5600,3600,17
2742,2020-10-28,3700,5300,0,19
2743,2018-11-18,6700,5500,0,21
2744,2018-10-29,5600,7500,1600,25
2745,2021-11-03,6300,6400,1300,24
2746,2018-06-18,4000,4900,0,16
2747,2019-06-27,5200,4400,1600,15
2748,2022-04-28,4600,3000,0,18
2749,2019-08-22,3500,5400,0,19
2750,2010-05-31,3900,4300,0,18
2751,2016-09-17,5200,7200,0,26
2752,2022-06-25,6800,3100,1100,20
2753,2010-05-13,3500,6400,500,20
2754,2017-06-08,5200,6700,2900,23
2755,2022-05-28,5800,5000,1000,22
2756,2016-02-27,9700,3300,1000,25
2757,2022-11-18,3200,5800,900,20
2758,2014-04-23,4700,4300,1100,17
2759,2015-09-24,3200,3900,0,14
2760,2022-02-15,3300,6400,0,14
2761,2022-10-20,7000,4400,0,20
2762,2011-05-20,8200,7100,1000,30
2763,2020-03-27,5400,6800,0,22
2764,2017-10-12,5300,7700,0,27
2765,2015-08-01,3500,4800,500,19
2766,2017-11-28,7000,1500,900,17
2767,2011-04-19,7700,5800,2800,22
2768,2012-09-19,5300,5600,700,23
2769,2013-12-26,5700,6300,0,22
2770,2013-09-07,4000,6000,0,22
2771,2020-09-11,3800,1300,0,12
2772,2016-06-22,7300,2800,900,19
2773,2021-06-24,4900,3700,700,16
2774,2014-04-25,4800,5700,3100,20
2775,2015-09-28,6100,6800,1000,24
2776,2012-04-01,2700,9200,0,25
2777,2010-11-09,3800,2400,2000,11
2778,2017-10-20,3200,2400,0,11
2779,2017-02-27,8900,5300,0,23
2780,2017-09-09,6300,4600,1200,15
2781,2021-07-05,3900,7900,1600,22
2782,2015-06-02,5300,7600,1100,25
2783,2017-02-14,7500,6200,800,26
2784,2013-08-28,12100,5300,0,31
2785,2018-03-08,7300,5500,1400,26
2786,2012-07-03,6700,3000,0,21
2787,2010-09-13,5100,8400,1000,22
2788,2019-06-29,2500,6300,0,16
2789,2019-10-17,4200,3700,0,16
2790,2020-10-07,3000,6400,1300,18
2791,2019-04-02,5500,5400,3300,19
2792,2016-03-23,5700,4400,0,18
2793,2016-01-15,7200,4000,0,24
2794,2022-04-05,5900,5600,0,21
2795,2014-07-31,4500,3800,0,19
2796,2019-07-22,5700,4300,0,21
2797,2014-09-06,5500,8100,900,25
2798,2022-01-30,5100,4100,0,19
2799,2022-03-10,3300,4900,1200,14
2800,2016-10-03,7300,3300,0,20
2801,2011-05-14,5700,4200,0,20
2802,2022-04-06,4200,7100,0,24
2803,2019-12-16,3600,6500,2700,17
2804,2016-07-30,2800,3500,1400,11
